薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
51190011F10401	ﾘﾙｿﾞｰﾙ05	内	リルゾール錠５０ｍｇ「タナベ」(PTP1錠)		ニプロＥＳファーマ	下	536.2	570	0	0	錠	0	0	0	ニプロＥＳファーマ	1190011F1048	4987813739043;
52399017F10201	ﾘﾝｾﾞｽｼﾞ	内	リンゼス錠０．２５ｍｇ(PTP1錠)		アステラス製薬	茶	78.7	78.7	306	0	錠	24082.2	24082.2	0	アステラス製薬	2399017F1020	4987233104247;
52454004F20901	ﾘﾝﾃﾞﾛﾝ	内	リンデロン錠０．５ｍｇ(PTP1錠)		シオノギファーマ	下	12	11.2941	36	0	錠	432	406.5876	25.4124	塩野義製薬	2454004F2090	4987087032369;
61315706Q21001	ﾘﾝﾃﾞﾛﾝ	外	リンデロン点眼・点耳・点鼻液０．１％(本5mL)		シオノギファーマ	茶点眼	58	45.36	55	0	mL	3190	2494.8	695.2	塩野義製薬	1315706Q2102	4987087033526;
62647709N10601	ﾘﾝﾃﾞﾛﾝ01	外	リンデロン－ＶＧクリーム０．１２％(ﾁｭｰﾌﾞ5ｇ)		シオノギファーマ	外用下	27.7	24.42	30	0	ｇ	831	732.6	98.4	塩野義製薬	2647709N1060	4987087003871;4987087003888;
62647709M11001	ﾘﾝﾃﾞﾛﾝ01	外	リンデロン－ＶＧ軟膏０．１２％(ﾁｭｰﾌﾞ5ｇ)		シオノギファーマ	外用茶	27.7	24.42	75	0	ｇ	2077.5	1831.5	246	塩野義製薬	2647709M1102	4987087003826;4987087003833;
62647709Q10402	ﾘﾝﾃﾞﾛﾝ01	外	リンデロン－ＶＧローション(本10mL)		シオノギファーマ	外用茶	27.7	24.6	130	0	mL	3601	3198	403	塩野義製薬	2647709Q1040	4987087029000;
62646701N21301	ﾘﾝﾃﾞﾛﾝ02	外	リンデロン－Ｖクリーム０．１２％(ﾁｭｰﾌﾞ5ｇ)		シオノギファーマ	外用下	21.6	17.0889	45	0	ｇ	972	769.0005	202.9995	塩野義製薬	2646701N2135	4987087003703;4987087003710;
62646701M21501	ﾘﾝﾃﾞﾛﾝ02	外	リンデロン－Ｖ軟膏０．１２％(ﾁｭｰﾌﾞ5ｇ)		シオノギファーマ	外用茶	21.6	21.6	50	0	ｇ	1080	1080	0	塩野義製薬	2646701M2156	4987087003604;4987087003611;
62646701Q10302	ﾘﾝﾃﾞﾛﾝ02	外	リンデロン－Ｖローション　０．１２％(本10mL)		シオノギファーマ	外用下	21.6	16.91	70	0	mL	1512	1183.7	328.3	塩野義製薬	2646701Q1038	4987087028997;
62646701M21547	ﾘﾝﾃﾞﾛﾝ02	外	リンデロン－Ｖ軟膏０．１２％(ﾊﾞﾗ1ｇ)		シオノギファーマ	軟膏棚	21.6	21.6	400	0	ｇ	8640	8640	0	塩野義製薬	2646701M2156	4987087003598;
51225001F11102	ﾘﾝﾗｷｻｰ12	内	リンラキサー錠１２５ｍｇ(PTP1錠)		大正製薬	下	10.1	8.4	5	0	錠	50.5	42	8.5	大正製薬	1225001F1114	4987306067585;4987306067592;
66290703Q10202	ﾙｺﾅｯｸﾂ05	外	ルコナック爪外用液５％(本3.5ｇ)		佐藤製薬	外用下	816.1	0	7	0	ｇ	5712.7	0	5712.7	サンファーマ	6290703Q1023	4987047105317;4987047105324;
53969020F10203	ﾙｾﾌｨ02	内	ルセフィ錠２．５ｍｇ(PTP1錠)		大正製薬	茶	161.2	128.81	210	0	錠	33852	27050.1	6801.9	大正製薬	3969020F1020	4987306013858;4987306013865;4987306013872;
51129010F10201	ﾙﾈｽﾀｼﾞ01	内	ルネスタ錠１ｍｇ(PTP1錠)		エーザイ	茶､PTPバラ	39.4	31.93	248	0	錠	9771.2	7918.64	1852.56	エーザイ	1129010F1028	4987028201366;4987028201373;4987028203803;
51129010F20201	ﾙﾈｽﾀｼﾞ02	内	ルネスタ錠２ｍｇ(PTP1錠)		エーザイ	下	63	63	133	0	錠	8379	8379	0	エーザイ	1129010F2024	4987028201397;4987028201403;4987028203834;
54490034F10201	ﾙﾊﾟﾌｨﾝ01	内	ルパフィン錠１０ｍｇ(PTP1錠)		帝國製薬	下	54.9	44.47	144	0	錠	7905.6	6403.68	1501.92	田辺三菱製薬	4490034F1022	4987128086955;4987128322527;4987128326358;
52139009F10202	ﾙﾌﾟﾗｯｸｼ04	内	ルプラック錠４ｍｇ(PTP1錠)		田辺三菱製薬	茶､PTPバラ	18.4	16	157	0	錠	2888.8	2512	376.8	富士フイルム富山化学	2139009F1026	4987473600103;4987473600110;
51179039F10301	ﾙﾎﾞｯｸｽｼ02	内	ルボックス錠２５　２５ｍｇ(PTP1錠)		アッヴィ	PTP/ﾊﾞﾗ	22.1	0	0	0	錠	0	0	0	アッヴィ	1179039F1036	4987857150170;4987857150187;4987857150194;
61319757Q10201	ﾙﾐｶﾞﾝﾃ	外	ルミガン点眼液０．０３％(本2.5mL)		千寿製薬	茶点眼	652.5	510.8	20	0	mL	13050	10216	2834	武田薬品	1319757Q1027	4987123151177;4987123151184;
62655712Q10201	ﾙﾘｺﾝｴ	外	ルリコン液１％(本10mL)		サンファーマ	外用下	36.1	30	90	0	mL	3249	2700	549	サンファーマ	2655712Q1027	4987047105119;4987047105126;
62655712N10201	ﾙﾘｺﾝｸ	外	ルリコンクリーム１％(ﾁｭｰﾌﾞ10ｇ)		サンファーマ	外用下	36.1	31.14	150	0	ｇ	5415	4671	744	サンファーマ	2655712N1020	4987047105010;4987047105027;4987047105034;
51190030F20201	ﾚｲﾎﾞｰ10	内	レイボー錠１００ｍｇ(PTP1錠)		日本イーライリリー	下劇	570.9	570.9	30	0	錠	17127	17127	0	第一三共	1190030F2020	4987081108688;
51124020F10202	ﾚｷｿﾀﾝｼﾞ01	内	レキソタン錠１　１ｍｇ(PTP1錠)		サンドファーマ	下向3-90	5.7	5.1	100	0	錠	570	510	60	サンド	1124020F1025	4987614438008;4987614438015;
51124020F20302	ﾚｷｿﾀﾝｼﾞ02	内	レキソタン錠２　２ｍｇ(PTP1錠)		サンドファーマ	返品予定箱	5.9	4.5984	122	0	錠	719.8	561.0048	158.7952	サンド	1124020F2030	4987614438107;4987614438114;
51190022H10201	ﾚｸﾞﾃｸﾄ03	内	レグテクト錠３３３ｍｇ(PTP1錠)		日本新薬	下	43.5	34.63	112	0	錠	4872	3878.56	993.44	日本新薬	1190022H1020	4987173018345;4987173018352;
51190020F10201	ﾚｸﾞﾅｲﾄｼﾞ0	内	レグナイト錠３００ｍｇ(PTP1錠)		アステラス製薬	下	80.7	63.6607	35	0	錠	2824.5	2228.1245	596.3755	アステラス製薬	1190020F1020	4987233101130;
52149115F20201	ﾚｻﾞﾙﾀｽ	内	レザルタス配合錠ＨＤ(PTP1錠)		第一三共	茶	78.2	66.53	171	0	錠	13372.2	11376.63	1995.57	第一三共	2149115F2022	4987081102402;4987081102419;4987081102426;4987081102433;
62359800J10301	ﾚｼｶﾙﾎﾞﾝ	外	新レシカルボン坐剤(組6個)		京都薬品	冷蔵庫	61.7	55	18	0	個	1110.6	990	120.6	ゼリア新薬	2359800J1035	4987103010982;4987103010999;
61319732Q10301	ﾚｽｷｭﾗ	外	レスキュラ点眼液０．１２％(本5mL)		日東メディック	下点眼	252.6	208.2	40	0	mL	10104	8328	1776	日東メディック	1319732Q1035	4987497305923;
62649866M10201	ﾚｽﾀﾐﾝｺｰ	外	強力レスタミンコーチゾンコーワ軟膏(ﾁｭｰﾌﾞ10ｇ)		興和	外用下き	13.9	10.53	150	0	ｇ	2085	1579.5	505.5	興和	2649866M1022	4987770547804;4987770547903;
62642702N10247	ﾚｽﾀﾐﾝｺｰ	外	レスタミンコーワクリーム１％(ﾊﾞﾗ1ｇ)		興和	軟膏棚	2.62	1.986	310	0	ｇ	812.2	615.66	196.54	興和	2642702N1029	4987770556707;4987770556806;
52249001F20701	ﾚｽﾌﾟﾚﾝｼ02	内	レスプレン錠２０ｍｇ(PTP1錠)		太陽ファルマ	不動在庫	5.9	5.9	96	0	錠	566.4	566.4	0	太陽ファルマ	2249001F2079	4987925113588;4987925113595;
52249001F30301	ﾚｽﾌﾟﾚﾝｼ03	内	レスプレン錠３０ｍｇ(PTP1錠)		太陽ファルマ	不動在庫	5.9	5.4963	135	0	錠	796.5	742.0005	54.4995	太陽ファルマ	2249001F3032	4987925113625;4987925113632;
54291015F12001	ﾚﾄﾛｿﾞｰﾙ02	内	レトロゾール錠２．５ｍｇ「サンド」(PTP1錠)		サンド	抗癌剤３	86.8	76.39	155	0	錠	13454	11840.45	1613.55	サンド	4291015F1204	4987614421017;
52190025F10301	ﾚﾅｼﾞｪﾙｼ05	内	レナジェル錠２５０ｍｇ(PTP1錠)		中外製薬	不動在庫	17.7	17.4	300	0	錠	5310	5220	90	中外製薬	2190025F1036	4987136115692;4987136115708;
52454002F20202	ﾚﾅﾃﾞｯｸｽ04	内	レナデックス錠４ｍｇ(PTP1錠)		ブリストル・マイヤー	抗癌剤３	167.8	167.7778	56	0	錠	9396.8	9395.5568	1.2432	ブリストル・マイヤー	2454002F2023	4987279161914;
52144002F10203	ﾚﾆﾍﾞｰｽｼ02	内	レニベース錠２．５　２．５ｍｇ(PTP1錠)		オルガノン	茶	17.3	13.94	0	0	錠	0	0	0	オルガノン	2144002F1024	4987954122001;
52144002F20203	ﾚﾆﾍﾞｰｽｼ05	内	レニベース錠５　５ｍｇ(PTP1錠)		オルガノン	茶､PTPバラ	20.2	15.95	251	0	錠	5070.2	4003.45	1066.75	オルガノン	2144002F2020	4987954122100;
53969013F10301	ﾚﾊﾟｸﾞﾘﾆｼﾞ	内	レパグリニド錠０．２５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇	10	8.15	519	0	錠	5190	4229.85	960.15	沢井製薬	3969013F1038	4987080152118;4987080152125;
53969013F20301	ﾚﾊﾟｸﾞﾘﾆｼﾞ	内	レパグリニド錠０．５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇	17.6	14.34	328	0	錠	5772.8	4703.52	1069.28	沢井製薬	3969013F2034	4987080154112;4987080154129;
51139010F10701	ﾚﾍﾞﾁﾗｾﾀｼﾞ	内	レベチラセタム錠２５０ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	36.5	28.52	122	0	錠	4453	3479.44	973.56	沢井製薬	1139010F1075	4987080552413;4987080552420;
51139010F20701	ﾚﾍﾞﾁﾗｾﾀｼﾞ	内	レベチラセタム錠５００ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	59.5	46.46	465	0	錠	27667.5	21603.9	6063.6	沢井製薬	1139010F2071	4987080553410;4987080553427;
61319746Q10701	ﾚﾎﾞｶﾊﾞｽｴ	外	レボカバスチン塩酸塩点眼液０．０２５％「わかもと」(本5mL)		わかもと製薬	新規薬	59.7	43.2	50	0	mL	2985	2160	825	わかもと製薬	1319746Q1070	4987243319600;
54490028F11401	ﾚﾎﾞｾﾁﾘｼﾞｴ	内	レボセチリジン塩酸塩錠５ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	茶	22.3	15.87	369	0	錠	8228.7	5856.03	2372.67	武田薬品	4490028F1140	4987123000178;4987123000185;
54490028F20402	ﾚﾎﾞｾﾁﾘｼﾞｴ	内	レボセチリジン塩酸塩錠２．５ｍｇ「ＹＤ」(PTP1錠)		陽進堂	下	16.8	11.8	48	0	錠	806.4	566.4	240	陽進堂	4490028F2040	4987476180107;4987476180114;
56241013F20501	ﾚﾎﾞﾌﾛｷ02	内	レボフロキサシン錠２５０ｍｇ「ＤＳＥＰ」　レボフロキサシンとして(PTP1錠)		第一三共エスファ	下	42.9	35.25	32	0	錠	1372.8	1128	244.8	第一三共	6241013F2055	4987081183524;4987081183531;
61319742Q12001	ﾚﾎﾞﾌﾛｷﾃ05	外	レボフロキサシン点眼液０．５％「日新」(本5mL)		日新製薬－山形	下点眼	31.6	25.52	50	0	mL	1580	1276	304	日新製薬－山形	1319742Q1209	4987447125014;4987447125052;
61319742Q22001	ﾚﾎﾞﾌﾛｷﾃ15	外	レボフロキサシン点眼液１．５％「わかもと」(本5mL)		わかもと製薬	茶点眼	21.1	19.2	65	0	mL	1371.5	1248	123.5	わかもと製薬	1319742Q2205	4987243318702;4987243318726;
56241013F70201	ﾚﾎﾞﾌﾛｷﾘｭｳ	内	レボフロキサシン粒状錠５００ｍｇモチダ（レボフロキサシンとして）(分包1包)		持田販売	茶	57	36.78	122	0	包	6954	4487.16	2466.84	持田製薬	6241013F7022	4987224151632;4987224151663;
51190019F50202	ﾚﾐﾆｰﾙｵ08	内	レミニールＯＤ錠８ｍｇ(PTP1錠)		ヤンセンファーマ	下劇	128.1	155	0	0	錠	0	0	0	ヤンセンファーマ	1190019F5023	4987672111257;4987672111264;
62290803G10201	ﾚﾙﾍﾞｱ01	外	レルベア１００エリプタ１４吸入用(ｷｯﾄ1ｷｯﾄ)		グラクソ・スミスクラ		2497.6	2091	1	0	ｷｯﾄ	2497.6	2091	406.6	グラクソ・スミスクラ	2290803G1028	4987246767019;
62290803G30201	ﾚﾙﾍﾞｱ01	外	レルベア１００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ)		グラクソ・スミスクラ	下吸入	5192.2	4507	5	0	ｷｯﾄ	25961	22535	3426	グラクソ・スミスクラ	2290803G3020	4987246767033;
62290803G40201	ﾚﾙﾍﾞｱ02	外	レルベア２００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ)		グラクソ・スミスクラ		5781.4	5018	6	0	ｷｯﾄ	34688.4	30108	4580.4	グラクソ・スミスクラ	2290803G4027	4987246767040;
52499013F10201	ﾚﾙﾐﾅ04	内	レルミナ錠４０ｍｇ(PTP1錠)		あすか製薬	不動在庫	893.4	763.82	74	0	錠	66111.6	56522.68	9588.92	武田薬品	2499013F1027	4987123161114;
51124009F20201	ﾚﾝﾄﾞﾙﾐﾝ02	内	レンドルミンＤ錠０．２５ｍｇ(PTP1錠)		日本ベーリンガーイン	茶向３０	16.8	12.72	244	0	錠	4099.2	3103.68	995.52	日本ベーリンガーイン	1124009F2025	4987413580618;4987413580625;
52149018F10202	ﾛｰｶﾞﾝｼﾞ01	内	ローガン錠１０ｍｇ(PTP1錠)		ＬＴＬﾌｧｰﾏ	茶	21.6	17.76	296	0	錠	6393.6	5256.96	1136.64	ＬＴＬﾌｧｰﾏ	2149018F1021	4987919100112;
52189012F20202	ﾛｰｺｰﾙｼﾞ02	内	ローコール錠２０ｍｇ(PTP1錠)		サンファーマ	下	44.7	35.14	167	0	錠	7464.9	5868.38	1596.52	サンファーマ	2189012F2026	4987047210158;4987047210189;4987047310148;4987047310179;
52189012F30202	ﾛｰｺｰﾙｼﾞ03	内	ローコール錠３０ｍｇ(PTP1錠)		サンファーマ	茶	61	61	208	0	錠	12688	12688	0	サンファーマ	2189012F3022	4987047210202;4987047310193;4987047310216;
53112004M10201	ﾛｶﾙﾄﾛｰﾙ02	内	ロカルトロールカプセル０．２５　０．２５μｇ(PTP1Ｃ)		中外製薬	新規薬	13.2	10.3784	37	0	Ｃ	488.4	384.0008	104.3992	中外製薬	3112004M1023	4987136100964;4987136100971;
62649735Q10201	ﾛｷｿﾆﾝｹﾞﾙ	外	ロキソニンゲル１％(ﾁｭｰﾌﾞ25ｇ)		第一三共	抗癌剤隣､25g	3.9	2.964	575	0	ｇ	2242.5	1704.3	538.2	第一三共	2649735Q1020	4987081105519;
51149019F15601	ﾛｷｿﾆﾝｼﾞ	内	ロキソニン錠６０ｍｇ(PTP1錠)		第一三共	茶	11	8.38	245	0	錠	2695	2053.1	641.9	第一三共	1149019F1560	4987081105403;4987081105410;4987081105458;
62649735S20201	ﾛｷｿﾆﾝﾃ05	外	ロキソニンテープ５０ｍｇ　７ｃｍ×１０ｃｍ(枚7枚)		リードケミカル	湿布棚	16.7	12.6857	273	0	枚	4559.1	3463.1961	1095.9039	第一三共	2649735S2024	4987081100293;4987081100309;4987081101085;
62649735S30201	ﾛｷｿﾆﾝﾃ10	外	ロキソニンテープ１００ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚)		リードケミカル	湿布棚	24.4	18.5	693	0	枚	16909.2	12820.5	4088.7	第一三共	2649735S3020	4987081100316;4987081100323;4987081101092;
62649735S10201	ﾛｷｿﾆﾝﾊ	外	ロキソニンパップ１００ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚)		リードケミカル	湿布棚	24.4	18.5714	196	0	枚	4782.4	3639.9944	1142.4056	第一三共	2649735S1028	4987081474004;4987081474042;4987081474080;
62649735S22001	ﾛｷｿﾌﾟﾛﾌﾃ0	外	ロキソプロフェンＮａテープ５０ｍｇ「ユートク」　７ｃｍ×１０ｃｍ(枚7枚)		祐徳薬品工業	湿布棚	12.3	12.2571	182	0	枚	2238.6	2230.7922	7.8078	祐徳薬品工業	2649735S2202	4987235012519;4987235012533;
62649735S32001	ﾛｷｿﾌﾟﾛﾌﾃ1	外	ロキソプロフェンＮａテープ１００ｍｇ「ユートク」　１０×１４ｃｍ(枚7枚)		祐徳薬品工業	湿布棚	17.1	13.7857	476	0	枚	8139.6	6561.9932	1577.6068	祐徳薬品工業	2649735S3209	4987235012564;4987235012588;
51149019F15902	ﾛｷｿﾌﾟﾛﾌﾅｼ	内	ロキソプロフェンナトリウム錠６０ｍｇ「日医工」(PTP1錠)		日医工	茶	9.8	7.22	781	0	錠	7653.8	5638.82	2014.98	日医工	1149019F1595	4987376377713;4987376377737;
51149019F14802	ﾛｷｿﾌﾟﾛﾌﾅｼ	内	ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」(PTP1錠)		エルメッド	新規薬	9.8	7.22	0	0	錠	0	0	0	日医工	1149019F1480	4987376915304;4987376915311;
62649735S10301	ﾛｷｿﾌﾟﾛﾌﾊﾟ	外	ロキソプロフェンＮａパップ１００ｍｇ「ＪＧ」　１０ｃｍ×１４ｃｍ(枚7枚)		日本ジェネリック	湿布棚	17.1	17.1	196	0	枚	3351.6	3351.6	0	日本ジェネリック	2649735S1036	4987792217648;4987792217655;
52190040B10201	ﾛｹﾙﾏｻ05	内	ロケルマ懸濁用散分包５ｇ(分包1包)		アストラゼネカ	散剤引出し２	1069.3	934.4643	41	0	包	43841.3	38313.0363	5528.2637	アストラゼネカ	2190040B1020	4987650694109;
62649896S10203	ﾛｺｱﾃ01	外	ロコアテープ　１０ｃｍ×１４ｃｍ(枚7枚)		大正製薬	湿布棚	39.7	39.7	476	0	枚	18897.2	18897.2	0	大正製薬	2649896S1022	4987306014503;4987306066083;
62646717N10801	ﾛｺｲﾄﾞｸﾘ	外	ロコイドクリーム０．１％(ﾁｭｰﾌﾞ5ｇ)		鳥居薬品	外用茶	11.1	9.4941	80	0	ｇ	888	759.528	128.472	鳥居薬品	2646717N1083	4987158134008;4987158134015;
62646717M10901	ﾛｺｲﾄﾞﾅﾝ	外	ロコイド軟膏０．１％(ﾁｭｰﾌﾞ5ｇ)		鳥居薬品	外用茶	11.1	11.1	90	0	ｇ	999	999	0	鳥居薬品	2646717M1096	4987158151005;4987158151012;
52171012F23101	ﾛｺﾙﾅｰﾙｼ10	内	ロコルナール錠１００ｍｇ(PTP1錠)		持田製薬	茶	11.6	8.88	117	0	錠	1357.2	1038.96	318.24	持田製薬	2171012F2315	4987224162003;4987224162102;4987224162164;
52149039F12001	ﾛｻﾙﾀﾝｶ02	内	ロサルタンカリウム錠２５ｍｇ「ＮＰ」(PTP1錠)		ニプロ	下	10.2	7	93	0	錠	948.6	651	297.6	ニプロ	2149039F1201	4987190032300;4987190032331;
52149039F22801	ﾛｻﾙﾀﾝｶ05	内	ロサルタンカリウム錠５０ｍｇ「サンド」(PTP1錠)		サンド	茶	18.7	12.79	180	0	錠	3366	2302.2	1063.8	サンド	2149039F2283	4987614408704;4987614408728;4987614408735;4987614408759;
52149110F21501	ﾛｻﾙﾋﾄﾞｴｲﾁ	内	ロサルヒド配合錠ＨＤ「ＴＣＫ」(PTP1錠)		辰巳化学	下	40.7	33.9	138	0	錠	5616.6	4678.2	938.4	辰巳化学	2149110F2151	4987124154412;
52149110F12101	ﾛｻﾙﾋﾄﾞｴﾙ	内	ロサルヒド配合錠ＬＤ「サワイ」(PTP1錠)		沢井製薬	茶	21.3	18	106	0	錠	2257.8	1908	349.8	沢井製薬	2149110F1210	4987080004417;4987080004424;4987080004479;
52189102F20203	ﾛｽｰｾﾞｯﾄｴｲ	内	ロスーゼット配合錠ＨＤ(PTP1錠)		オルガノン	下	148.2	148.2	95	0	錠	14079	14079	0	オルガノン	2189102F2020	4987954810465;
52189102F10203	ﾛｽｰｾﾞｯﾄｴﾙ	内	ロスーゼット配合錠ＬＤ(PTP1錠)		オルガノン	下	151.2	151.2	100	0	錠	15120	15120	0	オルガノン	2189102F1024	4987954810458;
52189017F11501	ﾛｽﾊﾞｽﾀﾁﾝｼ	内	ロスバスタチン錠２．５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	8.6	6.22	672.5	0	錠	5783.5	4182.95	1600.55	沢井製薬	2189017F1154	4987080359111;4987080359128;4987080359173;
52189017F21501	ﾛｽﾊﾞｽﾀﾁﾝｼ	内	ロスバスタチン錠５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	13	9.66	516	0	錠	6708	4984.56	1723.44	沢井製薬	2189017F2150	4987080363118;4987080363125;4987080363170;
51190016F10201	ﾛｾﾞﾚﾑ90	内	ロゼレム錠８ｍｇ(PTP1錠)		武田薬品	茶	85.9	85.9	158	0	錠	13572.2	13572.2	0	武田薬品	1190016F1024	4987123143936;
52189019M10201	ﾛﾄﾘｶﾞｶ	内	ロトリガ粒状カプセル２ｇ(分包1包)		武田薬品	ク漢方棚	219.4	179.4107	135	0	包	29619	24220.4445	5398.5555	武田薬品	2189019M1020	4987123152280;4987123152297;
61179700S10201	ﾛﾅｾﾝﾃ20	外	ロナセンテープ２０ｍｇ(枚1枚)		住友ファーマ	下劇袋	258.1	258	7	0	枚	1806.7	1806	0.7	住友ファーマ	1179700S1021	4987116010719;4987116010733;
51169013G10401	ﾛﾋﾟﾆﾛｰﾙｼﾞ	内	ロピニロール徐放錠２ｍｇ「トーワ」(PTP1錠)		東和薬品	下劇	67.5	49.2857	174	0	錠	11745	8575.7118	3169.2882	東和薬品	1169013G1049	4987155139280;
51124029F11405	ﾛﾌﾗｾﾞﾌﾟ01	内	ロフラゼプ酸エチル錠１ｍｇ「ＳＮ」(PTP1錠)		シオノケミカル	下向3-30	5.9	5.9	31	0	錠	182.9	182.9	0	ヴィアトリス製薬	1124029F1140	4987901106108;4987901106207;
52319001M12101	ﾛﾍﾟﾐﾝｶﾌ	内	ロペミンカプセル１ｍｇ(PTP1Ｃ)		ヤンセンファーマ	下	16	13.33	66	0	Ｃ	1056	879.78	176.22	ヤンセンファーマ	2319001M1213	4987672957640;4987672957657;
54490027F20901	ﾛﾗﾀｼﾞﾝｵ01	内	ロラタジンＯＤ錠１０ｍｇ「ＹＤ」(PTP1錠)		陽進堂	下	19.2	16.52	103	0	錠	1977.6	1701.56	276.04	陽進堂	4490027F2096	4987476138511;4987476138528;
51149036F20201	ﾛﾙｶﾑｼﾞｮ04	内	ロルカム錠４ｍｇ(PTP1錠)		大正製薬	不動在庫	16.1	12.8	93	0	錠	1497.3	1190.4	306.9	大正製薬	1149036F2021	4987306074088;4987306074095;4987306074125;
51149036F20301	ﾛﾙﾉｷｼｶﾑ04	内	ロルノキシカム錠４ｍｇ「ＫＯ」(PTP1錠)		寿製薬		6.3	0	0	0	錠	0	0	0	寿製薬	1149036F2030	4987071162010;4987071162027;
53332001D10247	ﾜｰﾌｧﾘﾝｶ	内	ワーファリン顆粒０．２％(ﾊﾞﾗ1ｇ)		エーザイ	散剤引出し２	6.8	0	0	0	ｇ	0	0	0	エーザイ	3332001D1023	4987028240358;
53332001F30301	ﾜｰﾌｧﾘﾝｼ	内	ワーファリン錠０．５ｍｇ(PTP1錠)		エーザイ	茶､PTP	9.8	8.6	411	0	錠	4027.8	3534.6	493.2	エーザイ	3332001F3035	4987028240501;4987028240532;
53332001F30347	ﾜｰﾌｧﾘﾝｼ	内	ワーファリン錠０．５ｍｇ(ﾊﾞﾗ1錠)		エーザイ	カセット､バラ	9.8	8.6	239	0	錠	2342.2	2055.4	286.8	エーザイ	3332001F3035	4987028240518;4987028240525;
53332001F10201	ﾜｰﾌｧﾘﾝｼ01	内	ワーファリン錠１ｍｇ(PTP1錠)		エーザイ	茶	9.8	8.297	655	0	錠	6419	5434.535	984.465	エーザイ	3332001F1024	4987028240303;4987028240334;
53332001F10247	ﾜｰﾌｧﾘﾝｼ01	内	ワーファリン錠１ｍｇ(ﾊﾞﾗ1錠)		エーザイ	カセット､バラ	9.8	8.298	495	0	錠	4851	4107.51	743.49	エーザイ	3332001F1024	4987028240310;4987028240341;
